TraceView Name:,Verifications,,,,,,
,,,,,,,
1 Level Upstream,,,,Source,,,
Item Type,ID,Name,Description,Item Type,ID,Name,Description
,,,,Folder,GDP-FLD-258,GDP-PREG-169 - Add ability to remove cassettes from  loading carousel,
,,,,Verification,GDP-Verfication-1773,Overview,"This overview page is used for configuration information


  


 Test Data and Screenshots can be copied into \\10.0.0.48\sqa\2018_SW_Projects\2.3.3_GD_System\VVR\PRD\GDP-PREG-169 - Add ability to remove cassettes from  loading carousel


  


  


  


  


  "
,,,,Verification,GDP-Verfication-1774,Test Left Load and Right Load Buttons appearance on Home page,"This test case is to test the appearance of Left Load and Right Load buttons on header of GrowthDirect home page


  


  


  


  


  "
,,,,Verification,GDP-Verfication-1775,Test color of Left and Right button,This Test case to test that either Left or Right button has Green or Orange color at a time. Ensure that both Left and Right button don't have the same color at the same time
,,,,Verification,GDP-Verfication-1776,Test Confirm Load dialog prompt when the Left Load button is green color and clicked ,This test case is to test that Confirm Load dialog prompting when the Left Load button  is green and is clicked
,,,,Verification,GDP-Verfication-1777,"Test ""Carousel is unlock"" BUI message displays when the Left Load button is green color and clicked ","This test case is to test that when the green Left Load button is clicked the BUI message is displayed


  


  


 Important note: 


 The Green indicates which Carousel door is at a location where user can open the door and placed their cassettes into the carousel.


 The Amber indicates which door was opened last; at elevator location.


  


  


 1. Right carousel 


 2. Left Carousel 


 3. Output Queue"
,,,,Verification,GDP-Verfication-1778,Test Confirm Load dialog prompts when the Right Load button is green and clicked ,This test case is to test that when the green right Load button is clicked
,,,,Verification,GDP-Verfication-1779,"Test ""Carousel is unlocked"" BUI message displays when the Right Load button is green and clicked ","This test case is to test that when the green Right Load button is clicked the BUI message is displayed


  


 Important note: 


   The Green indicates which Carousel door is at a location where user can open the door and placed their cassettes into the carousel.   


   The Amber indicates which door was opened last; at elevator location.   


  "
,,,,Verification,GDP-Verfication-1780,Test Carousel is at left side (location 2) when the left door is open,"This test case is to test that when the left door is open, the carousel is moved to the left position which is location 2


  


 Important note: 


   The Green indicates which Carousel door is at a location where user can open the door and placed their cassettes into the carousel.   


   The Amber indicates which door was opened last; at elevator location.   


  


  


 1. Right carousel 


 2. Left Carousel 


 3. Output Queue"
,,,,Verification,GDP-Verfication-1783,"Test Carouse is at the left location when the Left Load button is  green, ","This test case is to test that when the left door is open, the carousel is moved to the left position which is location 2


  


 Important note: 


 The Green indicates which Carousel door is at a location where user can open the door and placed their cassettes into the carousel.


 The Amber indicates which door was opened last; at elevator location.


  


  


 1. Right carousel 


 2. Left Carousel 


 3. Output Queue


 1. Right carousel 


 2. Left Carousel 


 3. Output Queue"
,,,,Verification,GDP-Verfication-1785,Test the Left carousel door is unlocked when the Left Load button is amber color and clicked,"This test case is to test that when the Left Load button is amber color and clicked, the shuttle is moved to location 2, and the left carousel door is unlocked


 Notice:


 1. Right carousel 


 2. Left Carousel 


 3. Output Queue"
,,,,Verification,GDP-Verfication-1786,Test the Right carousel door is unlocked when the Right Load button is amber color and clicked,"This test case is to test that when the Right Load button is amber color and clicked, the shuttle is moved to location 1, and the Right carousel door is unlocked


  


  


  


 Important note: 


 The Green indicates which Carousel door is at a location where user can open the door and placed their cassettes into the carousel.


 The Amber indicates which door was opened last; at elevator location.


  


  


 1. Right carousel 


 2. Left Carousel 


 3. Output Queue


 1. Right carousel 


 2. Left Carousel 


 3. Output Queue"
,,,,Verification,GDP-Verfication-1784,"Test Carouse is at the right location when the Right Load button is green, ","This test case is to test that when the Right Load button is green, the carousel is at the right location (Location 2)


  


 Important note: 


 The Green indicates which Carousel door is at a location where user can open the door and placed their cassettes into the carousel.


 The Amber indicates which door was opened last; at elevator location.


  


  


 1. Right carousel 


 2. Left Carousel 


 3. Output Queue


  "
,,,,Verification,GDP-Verfication-1781,Test Carousel is at right side (location 1) when the right door is open,"This test case is to test that when the right door is open, the carousel moved to the right position which is location 1


  


 Important note: 


 The Green indicates which Carousel door is at a location where user can open the door and placed their cassettes into the carousel.


 The Amber indicates which door was opened last; at elevator location.


  


  


 1. Right carousel 


 2. Left Carousel 


 3. Output Queue


 1. Right carousel 


 2. Left Carousel 


 3. Output Queue"
,,,,Verification,GDP-Verfication-1782,Test ability to clear out the IOQ requires servicing message by using Clear Contact Service,"This test case is to test that when the right door is open, the carousel moved to the right position which is location 1


 Notice: 


 1. Right carousel 


 2. Left Carousel 


 3. Output Queue"
,,,,Verification,GDP-Verfication-1790,Test Left door BUI message correctly displays when the left door is left open and the right door is clicked. ,"This test case is to test correct carousel door message display when a left door is left open and the right door is clicked. 


  


 Important note: 


 The Green indicates which Carousel door is at a location where user can open the door and placed their cassettes into the carousel.


 The Amber indicates which door was opened last; at elevator location.


  


  


 1. Right carousel 


 2. Left Carousel 


 3. Output Queue"
,,,,Verification,GDP-Verfication-1791,Test Right door BUI message correctly displays when the Right door is left open and the Left door is clicked. ,"This test case is to test correct Right carousel door message displays when a Right door is left open and the Left door is clicked. 


  


 Important note: 


 The Green indicates which Carousel door is at a location where user can open the door and placed their cassettes into the carousel.


 The Amber indicates which door was opened last; at elevator location.


  


  


 1. Right carousel 


 2. Left Carousel 


 3. Output Queue"
,,,,Verification,GDP-Verfication-1788,Test attempt to click on both Left and Right Load button a few times,"This test case is to test that if user clicks on both Right and Left Load button a few times there is only an expected failure as ""IOQ requires servicing"" but this can be cleared out by using clear Contact service in Technician page. 


  


  


 Important note: 


 The Green indicates which Carousel door is at a location where user can open the door and placed their cassettes into the carousel.


 The Amber indicates which door was opened last; at elevator location.


  


  


 1. Right carousel 


 2. Left Carousel 


 3. Output Queue


  "
,,,,Folder,GDP-FLD-259,TFS3738 Serial Incubation Rules,Test case to cove that in serial incubation the second incubation is always at the same or higher temperature.
,,,,Verification,GDP-Verfication-1789,TFS3738 - Method creation verifies incubation rules ,Bug #3738  : Remove ability to a Serial Incubation assay that move cassettes from high to low temp
,,,,Folder,GDP-FLD-260,TFS3826: Remove feature which allows for unlimited Sample ID/ Batch IDs via DB lookup by CID in label.,
,,,,Verification,GDP-Verfication-1792,Overview,"Overview:  


 From TFS 3826: Remove feature which allows for unlimited Sample ID/ Batch IDs via DB lookup by CID in label.


 ES: Remove option from being set (comment out), default (force) it disabled.


 As a result of support for Clusters, the change that was made in 2.3.3.x builds to support unlimited Sample ID/Batch IDs by using the CID in the label to ultimately look up the Sample ID/ Batch ID in the DB is not beneficial and has been decided in a meeting with Eric, Kelly, Bruce, and Erika that it should be permanently disabled and removed from the UI.


 Removing this feature will prevent incompatibilities with fielded systems and ensure that any system clustered or not will have the same sample ID /Batch ID. 


 This removes SRD 1011 see TFS-3708


  


  


  


  Configuration with network barcode printer:  


 Note: Method: 30 mins   Image interval: 5 minutes (set it back 240 after the test is done)


 
	 Ensure network Barcode label printer is used 
	 Verify EOS1 printer on network is powered on and connected 
	 On menu Options screen, click  “General Setting” button, confirm “Bridge Computer” ON. If it is not, click it to turn on. 
	 On Menu Options screen, click Printer Setttings button, click Barcode tab, add a Network Barcode for Example: Type: Network. Printer IP : 10.0.0.X    Label : any selections are OK, click “Save” button 
	 Create Method M1, Action Alert A1, Handling Rule H1 
 

  


 Test Data and Screenshot can be found at \\10.0.0.48\sqa\2018_SW_Projects\2.3.3_GD_System\VVR\PRD\TFS3826 Remove feature which allows for unlimited Sample ID Batch IDs via DB lookup by CID in label


  


  "
,,,,Verification,GDP-Verfication-1793,Test unable to save Sample ID length that is longer 43 characters,"This test case is to test not to accept greater than 43 characters which is the maximum length of Sample ID.


  


 Notice: When length of Sample ID is 43 then, LOT/Batch becomes 0


  "
,,,,Verification,GDP-Verfication-1794,Test unable to print when Sample ID length is 1 and LOT/Batch length is 43 characters,"This test case is to test that LOT/Batch field with Start and End text box can not contain more than 43 characters when Sample ID length is 1 character


  


 Notice: Sample ID + LOT/Batch = 44 characters


  "
,,,,Verification,GDP-Verfication-1806,Test space and underscore characters in the name of Sample ID and LOT/Batch,"This test case is to test that when Sample ID and LOT/Batch field contains spaces and underscores 


 Notice: Sample ID + LOT/Batch = 44 characters


  "
,,,,Verification,GDP-Verfication-1795,Test Maximum length of Sample ID and LOT/Batch ,"This test case is the Sample labels with maximum length of Sample and LOT/Batch can be printed out without any issue


  


 Notice: Since cluster project, we no longer support unlimited Length. Even now, Cluster project is postponed but we still don't support unlimited Length of Sample ID and LOT/Batch "
,,,,Verification,GDP-Verfication-1796,Test Long Sample ID with 43 characters and Short LOT/Batch with 1 character,"This test case is that the labels with 43 character length of Sample ID and 1 Character length of LOT/batch can be printed out 


  


  "
,,,,Verification,GDP-Verfication-1807,Test load of cassettes with Long Sample ID with 43 characters and Short LOT/Batch with 1 character,"This test case is that the labels with 43 character length of Sample ID and 1 Character length of LOT/batch can be printed out 


  


 The following is an example of  a bad label"
,,,,Verification,GDP-Verfication-1804,Short Sample ID with 1 character and long LOT/Batch with 43 character,"This test case is that the labels with 1 character length of Sample ID and 43 Character length of LOT/batch can be printed out 


  


  "
,,,,Verification,GDP-Verfication-1808,Test load of Cassettes that have 1 character Sample ID and 43 LOT/Batch,"This test case is that when Cassettes with labels with 1 character length of Sample ID and 43 Character length of LOT/batch are loaded corrrect 


  


  "
,,,,Verification,GDP-Verfication-1801,Test Import Sample files ,"This test case is that Long Sample ID (43 characters) can be imported


  


 Prerequisite: 


 Get Sample.csv file that has 43 characters long sample ID is ready for import 


  "
,,,,Verification,GDP-Verfication-1803,Test unable to import sample files that have more than 43 characters in Sample ID length ,"This test case is that Long Sample ID is longer than 43 can not be imported


  


 Prerequisite: 


 Get Sample.csv file that has 44 characters long sample ID is ready for import 


  "
,,,,Verification,GDP-Verfication-1800,Test print out multiple long name Sample labels over Network barcode printer,"This test case is that the labels with 32 character length of Sample ID and 12 Character length of LOT/batch can be printed out 


  


  "
,,,,Verification,GDP-Verfication-1813,Test print out multiple long name Sample labels over USB barcode printer,"This test case is that the labels with 32 character length of Sample ID and 12 Character length of LOT/batch can be printed out 


  


  "
,,,,Folder,GDP-FLD-261,Small Regression,small functional regression to cover functionality.
,,,,Folder,GDP-FLD-262,Cassette Processing,These tests map into the functional test cases and cover cassette processing though the system from order to label printing to reports.
,,,,Folder,GDP-FLD-267,LIMS,"Test cases to cover the cassette from order to label printing to loading and finally reporting. there are 3 LIMS methods all will be covered.


 - 1 to 1 sample id to LIMS


 - 1 to many LIMS to sample ID


 - LIMS id range to single sample ID"
,,,,Verification,GDP-Verfication-1802,LIMS ID range to Single Sample USB Printing,"This test will cover the thread through the system. Starting at LIMS, printing labels, then reports. this is a non-serial incubation


  


 Preconditions:


 1. Bridge computer configured with a LIMs simulator and USB 


 2. LIMS license on Growth Direct Instrument


 3. Method with first incubation time of 24 hours (1440 min)


 4. Action/Alert with all option set as none


 5. Handling Rule - no weekend rules, all cassettes going to the IOQ


 6. 10 different Sample IDs  - using the method, action/Alert/Handling Rule from above.


 7. System is setup to continue imaging after vision errors


 8. System timeout for unloaded cassettes is 24 hours


 9. LIMS configuration has all test results exported"
,,,,Verification,GDP-Verfication-1805,Single LIMS ID Multiple Samples Network Label Printer,"This test will cover the thread through the system. Starting at LIMS, printing labels, then reports. this is a serial incubation


  


 Preconditions:


 1. Bridge computer configured with a LIMs simulator and Networked Label Printer


 2. LIMS license on Growth Direct Instrument


 3. Method is serial incubation with first incubation time of 12 hours (720 min), second incubation 12 hours (720 min)


 4. Action/Alert with all option set to alert with count > 1, alarm count greater than 2, Pass if set to none


 5. Handling Rule - weekend rules set same as non-weekend rules, OOS to IOQ, Pass cassettes to incubator, Prior to endpoint to incubator


 6. 10 different Sample IDs  - using the method, action/Alert/Handling Rule from above.


 7. System is setup to continue imaging after vision errors


 8. System timeout for unloaded cassettes is 24 hours


 9. LIMS configuration has all test results exported"
,,,,Verification,GDP-Verfication-1809,Single LIMS ID single Samples printing split USB and network Label Printer,"This test will cover the thread through the system. Starting at LIMS, printing labels, then reports. 


  


 Preconditions:


 1. Bridge computer configured with a LIMs simulator and Networked Label Printer and USB label printer


 2. LIMS license on Growth Direct Instrument


 3. Method is incubation with first incubation time of 36 hours.


 4. Action/Alert with all option set specification if CFU counter greater than 1, Pass if set to 1.


 5. Handling Rule - no weekend rules, OOS to IOQ, Pass cassettes to trash, Prior to endpoint to trash


 6. 10 different Sample IDs  - using the method, action/Alert/Handling Rule from above.


 7. System is setup to continue imaging after vision errors


 8. System timeout for unloaded cassettes is 24 hours


 9. LIMS configuration has all test results exported"
,,,,Folder,GDP-FLD-268,WorkList & SampleID,Test cases to cover cassettes ordered via sample ID.
,,,,Verification,GDP-Verfication-1810,Sample ID range USB Printing,"This test will cover the thread through the system. Starting at worklist having a single sample, printing labels, then reports. this is a non-serial incubation


  


 Preconditions:


 1. Bridge computer configured with a USB printer


 2. Method with first incubation time of 24 hours (1440 min)


 3. Action/Alert with all option set as none (default)


 4. Handling Rule - weekend rules, OOS cassettes stay in incubator, Passed cassettes to IOQ, counts prior cassettes to incubator


 5. System is setup to continue imaging after vision errors


 6. System timeout for unloaded cassettes is 24 hours"
,,,,Verification,GDP-Verfication-1811,Single worklist multiple Samples network Label Printer,"This test will cover the thread through the system. Starting at Sample and worklist creation, printing labels, then reports. 


  


 Preconditions:


 1. Bridge computer and network attached label printer.


 2. Method is serial incubation with first incubation time of 12 hours second time is 12 hours..


 3. Action/Alert with all option set specification if CFU counter greater than 1, Pass if set to 1.


 4. Handling Rule - no weekend rules, OOS to Incubator, Pass cassettes to incubator, Prior to endpoint to trash


 5. 10 different Sample IDs  - using the method, action/Alert/Handling Rule from above.


 6. System is setup to continue imaging after vision errors


 7. System timeout for unloaded cassettes is 24 hours


  "
,,,,Verification,GDP-Verfication-1812,Manual Cassette,"This test will cover the thread through the system. Starting at method, action alert, handing rule, loading the cassette, then reports. this is a non-serial incubation


  


 Preconditions:


 1. Method with first incubation time of 12 hours (720 min)


 2. Action/Alert with all option set as none (default)


 5. Handling Rule - no weekend rules, OOS cassettes stay in incubator, Passed cassettes to IOQ, counts prior cassettes to incubator


 6. System is setup to continue imaging after vision errors


 7. System timeout for unloaded cassettes is 24 hours"
,,,,Verification,GDP-Verfication-1841,Single Temp Incubation,"This test covers single Temp incubation. The cassettes will be ordered using LIMs & Worklists


  


 Preconditions:


   1. Bridge computer configured with a LIMs simulator USB & Networked Label Printer  


   2. LIMS license on Growth Direct Instrument  


   3. Method is non-serial incubation with first incubation time of 12 hours   


   4. Action/Alert with all option set to alert with count > 1, alarm count greater than 2, Pass if set to none  


   5. Handling Rule 1 - non-weekend rules , OOS to trash, Pass cassettes to IOQ, Prior to endpoint to trash  


   6. Handling Rule 2 - weekend rules , OOS to trash, Pass cassettes to Incubator, Prior to endpoint to IOQ  


   7. Handling Rule 3 - non-weekend rules , OOS to trash, Pass cassettes to IOQ, Prior to endpoint to incubator  


   8. Sample ID 1  - using the method, action/Alert, Handling Rule 1 from above.   


   9. Sample ID 2 to 5  - using the method, action/Alert, Handling Rule 2 from above.   


   10. Sample ID 5 to 15   - using the method, action/Alert, Handling Rule 3 from above.   


   11. System is setup to continue imaging after vision errors  


   12. System timeout for unloaded cassettes is 24 hours  


   13. LIMS configuration has all test results exported  


   14. Both incubators are set to same temp   


   15. Incubator slots disabled making total slots  when a    vailable incubator e    mpty 30.   


   16. Autoload is on, no slots reserved for serial incubation  


  


  "
,,,,Folder,GDP-FLD-278,Fresh Install,Go through the process of installing GD System Server and Image Server on clean disks. This is the procedure used in manufacturing to build a system.
,,,,Verification,GDP-Verfication-1842,"Installation of GD System Server (OS, Application and Utilities)",
,,,,Folder,GDP-FLD-279,Import of Sample and Worklist,The tests demonstrate the ability to import Samples and Worklists from .csv file.
,,,,Verification,GDP-Verfication-1843,Import Samples,Confirm the ability to import Samples from a .csv file
,,,,Verification,GDP-Verfication-1844,Import Worklist,Confirm the ability to import Worklists from a .csv file
,,,,Folder,GDP-FLD-263,"Database Archive (create archive, add to existing archive, report against archive)",Archiving regression covering subset of total functional tests and including the associated reporting.
,,,,Verification,GDP-Verfication-1828,Overview,"The objective is to confirm that the ""Archive"" feature works - i.e. that an archive request moves inactive elements from the active database to the archive database.  Additionally, reporting against the archive database will be confirmed.  The testing is a subset of the more comprehensive testing specified in  https://rapidmicrobiosystems.jamacloud.com/perspective.req#/containers/11535?projectId=50"
,,,,Verification,GDP-Verfication-1838,Archive Create / Add,
,,,,Verification,GDP-Verfication-1834,Test Report,
,,,,Verification,GDP-Verfication-1835,Audit Report,
,,,,Verification,GDP-Verfication-1836,Lot/Batch Result,
,,,,Verification,GDP-Verfication-1837,Custom Report,
,,,,Folder,GDP-FLD-264,Business Logic,"The tests exercise code known as ""Business Logic"" in the GD System Server.  This code implements


 business rules  (known as ""Handling Rules"").  These are user-specified rules to handle cassettes based on colony count.


 high level cassette handling rules (not user-specifiable) including handling of expired cassette, cassette already seen, cassette no label, cassette failing height check, auto-load


 Imaging operations which are requests to image server to capture image


 Robotics operations to Precise Controller which may include discrete robotics commands, sequences of these commands, error handling/recovery, and status.  Examples include ioq full, ioq open, trash bin open/closed, trash bin full, shuttle left/right/center, img carousel indexing, 


  


  "
,,,,Folder,GDP-FLD-269,IOQ & Incubator Handling,Tests around the IOQ and Incubator handling 
,,,,Verification,GDP-Verfication-1814,IOQ Full,"Test case to check that the Logic to handle IOQ full is working. The Main Screen Icon shows the IOQ full status, email is sent if configured and the system uses the alternate location if the IOQ is full.


  


 Preconditions:


 1. Handling rule that has all cassettes going to the Output_Queue and the alternate location is the incubator


 2. Method with a 4 hour non-serial incubation


 3. Username configured to receive email about


  


  


 handling rule screen shot"
,,,,Verification,GDP-Verfication-1817,IOQ Left Open,"Test case to check that the Logic to handle IOQ full is working. The Main Screen Icon shows the IOQ full status, email is sent if configured and the system uses the alternate location if the IOQ is full.


  


 Preconditions:


 1. Handling rule that has all cassettes going to the Output_Queue and the alternate location is the incubator


 2. Method with a 4 hour non-serial incubation


 3. Username configured to receive email about


  


  


 handling rule screen shot"
,,,,Verification,GDP-Verfication-1816,Incubator Full,"Test case to check that the Logic to handle Incubator full is working. The Main Screen Icon shows the Incubator full status, email is sent if configured and the system uses the alternate location if the incubator is full.


  


 Preconditions:


 1. Handling rule that has all cassettes going to the Output_Queue and the alternate location is the incubator


 2. Method with a 4 hour non-serial incubation


 3. Username configured to receive email about Incubator Full


 4. Disable slot file is in place so that the total capacity of the incubator is 15 slots per incubator


 5. Autoload is on


  


  


 handling rule screen shot"
,,,,Folder,GDP-FLD-270,Trash Bin Handling,
,,,,Verification,GDP-Verfication-1823,Trash Bin Full,"Test case to stimulate a full trash can. An error should be displayed and an email sent.


  


 Setup to Overide Trash can size


    1. Go to C:\Program files\GrowthDirect2

2. Make the following change

From:  110 

To:  10 

3. save the new change

4. Restart GrowthDirect application   


  


       Preconditions:      


               1. Bridge computer configured with a label printer              


               2. Method with first incubation time of 4 hours               


               3. Action/Alert with all option set as none (default)              


               4. Handling Rule – no weekend rules, all cassettes go to trash              


       5. Sample ID using the Method,Action/Alerts and Handing rules from steps 2-4.      


       6. Worklist with the sample ID from step 5      


       7. System is setup to continue imaging after vision errors      


   8. Valid User is configured to receive all systems alert emails with an email address that can be monitored.  


  


  "
,,,,Verification,GDP-Verfication-1824,Trash Bin Empty,Test to cover recovery from trash bin full
,,,,Verification,GDP-Verfication-1845,Trash Bin Open/Close During Image Capture,"The test demonstrates that open/close of the trash bin can occur concurrently with Image Capture (confirm image capture is not affected by trash bin open/close).


  


 The test is run twice - with and without using the ""Open Trash Bin"" button on the main ""Menu ->"" UI "
,,,,Folder,GDP-FLD-271,Canceling and Retrieving Cassettes,
,,,,Verification,GDP-Verfication-1827,Retrieve and Cancel Cassette from Incubator During Test,"This test will cover the thread through the system. Starting at Sample and worklist creation, printing labels, then canceling a test


  


 Preconditions:


 1. Bridge computer and  label printer.


 2. Method is serial incubation with first incubation time of 4 hours second time is 4 hours..


 3. Action/Alert with all option all defaults.


 4. Handling Rule - no weekend rules, OOS to IOQ, Pass cassettes to trash, Prior to endpoint to IOQ


 5. 10 different Sample IDs  - using the method, action/Alert, Handling Rule from above.


 6. System is setup to continue imaging after vision errors


 7. System timeout for unloaded cassettes is 24 hours


  "
,,,,Folder,GDP-FLD-273,Cassette Errors,"test cases for duplicate SN#, duplicate orders, no labels, expired cassettes, past due work orders"
,,,,Verification,GDP-Verfication-1831,Expired Media,"Test to cover detection and reporting of expired media


  


 Test for the cassette expired date on label one 


  


 prerequisites:


 1. 1 cassettes with the sn# barcode with an expired date


 2. 2 non-expired cassettes


 2. User is configured to receive all email notification from the system"
,,,,Verification,GDP-Verfication-1839,Action Specification Exceeded Cassette,"Test to cover detection and reporting of growth


  


  


 prerequisites:


 1. 5 cassettes with high growth organisms


 2. method specifying a 2 day incubation, action alert specification action if CFU Counts = 1, default handling rules


 3. 5 sample ids with the method, action/alert and handle rule from step 2 specified


 4. Worklist with the sample ids from step 3.


 5. User is configured to receive all email notification from the system"
,,,,Verification,GDP-Verfication-1840,Alert Specification Exceeded Cassette,"Test to cover detection and reporting of growth


  


  


 prerequisites:


 1. 5 cassettes with high growth organisms


 2. Method specifying a 2 day incubation, action alert specification alert if CFU Counts = 1, action is CFU count=2, default handling rules


 3. 5 sample ids with the method, action/alert and handle rule from step 2 specified


 4. Worklist with the sample ids from step 3.


 5. User is configured to receive all email notification from the system"
,,,,Verification,GDP-Verfication-1832,Cassette SN number Barcode read error,"Test for the cassette barcode serial number, label one,  read error ""System Event BarcodeNotReadable occurred"" 


  


 prerequisites:


 1. 2 cassettes with the sn# barcode blank is required


 2. User is configured to receive all email notification from the system


  "
,,,,Verification,GDP-Verfication-1833,Duplicate Sample Lot ID,"Test for the cassette sample lot id, label two,  error ""System warning: DuplicateSampleIdLot"" 


  


 prerequisites:


 1. A cassette with a sample lot id that has been previously run


 2. User is configured to receive all email notification from the system


  "
,,,,Folder,GDP-FLD-265,Reporting,"Spot check of System Health report, archive and non-archive testing"
,,,,Folder,GDP-FLD-251,"Reports (Tests, by Lot/Batch, by Date, Sample ID, Custom)",
,,,,Verification,GDP-Verfication-1753,Overview,"These tests focus on Test Reports.  They are written to accommodate both Cluster and Non-Cluster configurations.


  


    A set of cassettes will be run using each of the ordering techniques (LIMS and Traditional) and each of the settings in Method/Handling Rules/Action-Alerts.  Tests will confirm cancellation of orders before and after load.  In the case of Cluster, tests will confirm reports are independent of instrument on which order, load, or report is performed.  "
,,,,Verification,GDP-Verfication-1754,"Preparation:  Establish Methods, Action/Alerts, Handling Rules, Samples, Worklists","This section identifies Methods, Action/Alerts, Handling Rules, Samples and Worklists for the testing."
,,,,Verification,GDP-Verfication-1755,Preparation: Place Orders (LIMS and Traditional),
,,,,Verification,GDP-Verfication-1759,Preparation: Run tests to completion,
,,,,Verification,GDP-Verfication-1761,Preparation: Approve Tests,
,,,,Verification,GDP-Verfication-1763,Verify: Lot/Batch Results by Loaded Date,
,,,,Verification,GDP-Verfication-1762,Verify: Lot/Batch Results by Lot/Batch,
,,,,Verification,GDP-Verfication-1760,Verify: Individual Test Reports,
,,,,Verification,GDP-Verfication-1764,Verify: Sample ID Test Report,
,,,,Verification,GDP-Verfication-1766,Verify: Custom Reports,
,,,,Folder,GDP-FLD-253,Reports (Audit Reports),
,,,,Verification,GDP-Verfication-1768,Overview,The testing will verify Audit Reports.  Tests will be run on each of the Audit Report types.  A set of changes will be made to ensure Audit Report content is interesting. 
,,,,Verification,GDP-Verfication-1767,Verification,
,,,,Folder,GDP-FLD-256,Reports: Cancel/Retrieve Fields,
,,,,Verification,GDP-Verfication-1769,Overview,"Test reports include a set of fields specifically relating to cancellation and retrieval (Cancelled Date, Cancelled By, Retrieved Date, Retried By).  These fields are not tested by earlier report tests.  This test confirms data shows up in the fields if a cassette is cancelled or retrieved."
,,,,Verification,GDP-Verfication-1770,Verification,
,,,,Folder,GDP-FLD-277,AdHoc Testing,
,,,,Folder,GDP-FLD-274,Database Upgrade (restore of database backup from prior GD version),"The test(s) demonstrate the ability to upgrade a system with the prior version of GD System Server to this version of GD System Server.  Specifically the tests demonstrate the ability to use SQL Server to restore a database backup image captured using the ""Backup"" feature from the prior version GD System Server.


  "
,,,,Verification,GDP-Verfication-1830,Database Upgrade Test,
,,,,Folder,GDP-FLD-280,Technician / UI (all buttons including Diagnostic Report),
,,,,Folder,GDP-FLD-272,TFS3555: LIMS comments should populate the Test Comment field in the Test Report ad Approve page,
,,,,Verification,GDP-Verfication-1815,Overview,This is for Overview
,,,,Verification,GDP-Verfication-1818,Test LIMS cassettes with comment field,
,,,,Verification,GDP-Verfication-1819,Test LIMS comments get populated in Approve Page,"This test case is to test Auto-populated LIMS comment into Approve page


  


 Prerequisite:


 1. Incubation time: 30 Image interval: 5 min


 2. Ensure Sample name are available 


  "
,,,,Verification,GDP-Verfication-1820,Test LIMS comment from LIMS Simulator get populated in Test Report ,"This test case is to test Auto-populated LIMS comment into Test Report


  


 Prerequisite:


 1. Incubation time: 30 Image interval: 5 min


 2. Ensure Sample name are available 


  "
,,,,Verification,GDP-Verfication-1829,Test LIMS comment in LIMS.request get populated in Test Report ,"This test case is to test LIMS comment in LIMS.request get populated in Test Report


  


 Prerequisite:


 1. Incubation time: 30 Image interval: 5 min


 2. Ensure Sample name are available 


  


  


  "
,,,,Verification,GDP-Verfication-1822,"Test OOS Comment, Test comment, General Comment get populated in Test Report for Manual Test","This test case is to test Auto-populated LIMS comment into Test Report


  


 Prerequisite:


 1. Incubation time: 30 Image interval: 5 min


 2. Ensure Sample name are available 


  "
,,,,Verification,GDP-Verfication-1821,Test LIMS comments edited at Print screen get populated in Test Report Page,"This test case is to test Auto-populated LIMS comment into Approve page


  


 Prerequisite:


 1. Incubation time: 30 Image interval: 5 min


 2. Ensure Sample name are available 


  "
,,,,Folder,GDP-FLD-275,LIMS - Non Cluster,
,,,,Verification,GDP-Verfication-1846,Overview,"Pre-requisite: 


 Instrument: 


 1. GrowthDirect Instruments must have LIMS license activated


 2. Configure Incubator time = 15 minutes and Image interval= 5 minutes


 3. Create Method M1, Action Alert A1, Handling Rule HR, Samples


 4. Create a Samples S1 with selecting M1, AA, and HR from steps3


 5. Manually create 10 more Sample IDs as S2, S3, S3, S4, S6, S7, S8, S9, and S10


  


 Bridge:


 1. Launch LIMS simulator


 2. Enter LIMS ID field with LIMS


 3. Enter Sample ID field with Test1


 4. Click Create Request button and Click SendRequest button to generate a Request file


 5. Instrument has LIMS license activated


 6. Wait for the request file to be consumed by one of clustered GrowthDirect instruments


 7. Go to GrowthDirect App, home page, order tests appear


 8. Go to LIMS page, Print LIMS labels, print out those LIMS labels


  


 Important note: 1


 1. LIMS Length max is 40( LIMS and SampleID)


 2. LIMS Label (LIMS and Sample ID); doesn't have CID any more


  


  "
,,,,Verification,GDP-Verfication-1847,Test Maximum Length of LIMS (40 characters) and Multiple 1-character SampleIDs,"This test is to test Maximum length of LIMS (39) and Sample (1 character)


  "
,,,,Verification,GDP-Verfication-1872,Test LIMS request (order) with duplicate SampleID and LOT/Batch file can be consumed by System,"This test is to test Manual modified LIMS request file can be consumed by System


  "
,,,,Verification,GDP-Verfication-1857,Test LIMS ID includes spaces and underscores with barcode matrix enabled,"This test is to test LIMS ID including spaces and underscore with barcode matrix enabled


  


 Prerequisite:


 1. Barcode matrix needs to be enabled. Launch AutoID Network Navigator, enable Matching option


  


  


  


  "
,,,,Verification,GDP-Verfication-1858,Test LIMS ID includes spaces and underscores with barcode matrix disabled,"This test is to test LIMS ID including spaces and underscore with barcode matrix disabled which is default setting when instrument is shipped. 


  


 Prerequisite:


 1. Barcode matrix needs to be enabled. Launch AutoID Network Navigator, enable Matching option


  


  


  


  "
,,,,Verification,GDP-Verfication-1851,Test LIMS backward compatibility(no SampleIDs),"This test is to test LIMS with method, Action Alert, and Handling rule. 


  


  "
